DEPARTAMENTO;MUNICIPIO;POBLADO
HUEHUETENANGO;SAN PEDRO SOLOMA;Buena Vista La Esperanza
HUEHUETENANGO;SAN PEDRO SOLOMA;Cajpujpuja
HUEHUETENANGO;SAN PEDRO SOLOMA;Cantel
HUEHUETENANGO;SAN PEDRO SOLOMA;Cheval
HUEHUETENANGO;SAN PEDRO SOLOMA;Chibal
HUEHUETENANGO;SAN PEDRO SOLOMA;Chival
HUEHUETENANGO;SAN PEDRO SOLOMA;Chivalcoj
HUEHUETENANGO;SAN PEDRO SOLOMA;Chochcab
HUEHUETENANGO;SAN PEDRO SOLOMA;Chono
HUEHUETENANGO;SAN PEDRO SOLOMA;Gelna
HUEHUETENANGO;SAN PEDRO SOLOMA;Gema
HUEHUETENANGO;SAN PEDRO SOLOMA;Islichecan
HUEHUETENANGO;SAN PEDRO SOLOMA;Isnanconob
HUEHUETENANGO;SAN PEDRO SOLOMA;Ixlahuitz
HUEHUETENANGO;SAN PEDRO SOLOMA;Ixtiapoc
HUEHUETENANGO;SAN PEDRO SOLOMA;Ixtichacan
HUEHUETENANGO;SAN PEDRO SOLOMA;Ixtichecam
HUEHUETENANGO;SAN PEDRO SOLOMA;Ixtiquix
HUEHUETENANGO;SAN PEDRO SOLOMA;Jolomar
HUEHUETENANGO;SAN PEDRO SOLOMA;Jolomcu
HUEHUETENANGO;SAN PEDRO SOLOMA;Jolomtenam
HUEHUETENANGO;SAN PEDRO SOLOMA;Majcha
HUEHUETENANGO;SAN PEDRO SOLOMA;Najap
HUEHUETENANGO;SAN PEDRO SOLOMA;Pajaltac
HUEHUETENANGO;SAN PEDRO SOLOMA;Poquin
HUEHUETENANGO;SAN PEDRO SOLOMA;Pueblo Nuevo
HUEHUETENANGO;SAN PEDRO SOLOMA;San Francisco
HUEHUETENANGO;SAN PEDRO SOLOMA;San Pedro Soloma
HUEHUETENANGO;SAN PEDRO SOLOMA;Suyil
HUEHUETENANGO;SAN PEDRO SOLOMA;Yacxap
HUEHUETENANGO;SAN PEDRO SOLOMA;Yaxac
HUEHUETENANGO;SAN PEDRO SOLOMA;Yaxanlac
HUEHUETENANGO;SAN PEDRO SOLOMA;Yincu
HUEHUETENANGO;SAN PEDRO SOLOMA;Yinxul
HUEHUETENANGO;SAN PEDRO SOLOMA;Yula
HUEHUETENANGO;SAN PEDRO SOLOMA;Yulatiquir
HUEHUETENANGO;SAN PEDRO SOLOMA;Yulichal
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Achi
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Canmox
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Cantetaj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Cololaj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Inconob
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Incu
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Isticultaj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Ixcama
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Ixcanac I
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Ixcanac II
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Ixcanap
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Ixtinajap
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Lajcholaj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Los Molinos
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Patzlaj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Pucpala
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;San Rafael La Independencia
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Solomcu
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Sticultaj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Stinajap
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Tataj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Tinajap
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Toyajax
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Villa Linda
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Yula Ontetaj
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Yulaja
HUEHUETENANGO;SAN RAFAEL LA INDEPENDENCIA;Yulchen
HUEHUETENANGO;SAN RAFAEL PETZAL;Caserio Rio San Juan
HUEHUETENANGO;SAN RAFAEL PETZAL;Onatorio Alto
HUEHUETENANGO;SAN RAFAEL PETZAL;San Rafael Petzal
HUEHUETENANGO;SAN RAFAEL PETZAL;Santa Isabel
HUEHUETENANGO;SAN RAFAEL PETZAL;Tuishaina
HUEHUETENANGO;SAN RAFAEL PETZAL;Xechul
HUEHUETENANGO;SAN SEBASTIAN COATAN;Biltac
HUEHUETENANGO;SAN SEBASTIAN COATAN;Bolontaj
HUEHUETENANGO;SAN SEBASTIAN COATAN;Cajbaquil
HUEHUETENANGO;SAN SEBASTIAN COATAN;Calhuitz
HUEHUETENANGO;SAN SEBASTIAN COATAN;Hiss
HUEHUETENANGO;SAN SEBASTIAN COATAN;Ixquebaj
HUEHUETENANGO;SAN SEBASTIAN COATAN;Ixtenam
HUEHUETENANGO;SAN SEBASTIAN COATAN;Jolomtenam
HUEHUETENANGO;SAN SEBASTIAN COATAN;Jucup
HUEHUETENANGO;SAN SEBASTIAN COATAN;Lolbatzam
HUEHUETENANGO;SAN SEBASTIAN COATAN;Poy
HUEHUETENANGO;SAN SEBASTIAN COATAN;Quejna
HUEHUETENANGO;SAN SEBASTIAN COATAN;Quiclum
HUEHUETENANGO;SAN SEBASTIAN COATAN;Quiquilum
HUEHUETENANGO;SAN SEBASTIAN COATAN;San Jose Pueblo Nuevo Jucup
HUEHUETENANGO;SAN SEBASTIAN COATAN;San Sebastian Coatan
HUEHUETENANGO;SAN SEBASTIAN COATAN;Santo Domingo Xeen
HUEHUETENANGO;SAN SEBASTIAN COATAN;Tiajaila
HUEHUETENANGO;SAN SEBASTIAN COATAN;Timacap
HUEHUETENANGO;SAN SEBASTIAN COATAN;Tzununcap
HUEHUETENANGO;SAN SEBASTIAN COATAN;Ucachoj
HUEHUETENANGO;SAN SEBASTIAN COATAN;Ulna
HUEHUETENANGO;SAN SEBASTIAN COATAN;Xoncol Timacte
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yichioqueabaj
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yichucum
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yobixton
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yolaquisis
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yolaxito
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yolhuitzon Tzula
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yolxacla
HUEHUETENANGO;SAN SEBASTIAN COATAN;Yoxacla Tiquen
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Chejoj
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Chelam
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Chequequix
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Chexap Centro
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Chexap I
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Palajuchuj
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Piol
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Pueblo Viejo
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Quiajola
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;San Sebastian
HUEHUETENANGO;SAN SEBASTIAN HUEHUETENANGO;Tzabal
HUEHUETENANGO;SANTA ANA HUISTA;Agua Escondida
HUEHUETENANGO;SANTA ANA HUISTA;Agua Zarca
HUEHUETENANGO;SANTA ANA HUISTA;Buena Vista
HUEHUETENANGO;SANTA ANA HUISTA;Buenos Aires
HUEHUETENANGO;SANTA ANA HUISTA;Cuatro Caminos
HUEHUETENANGO;SANTA ANA HUISTA;El Anonal La Montaña
HUEHUETENANGO;SANTA ANA HUISTA;El Mojon
HUEHUETENANGO;SANTA ANA HUISTA;El Tabacal
HUEHUETENANGO;SANTA ANA HUISTA;El Terrero Pinalito
HUEHUETENANGO;SANTA ANA HUISTA;Monajil
HUEHUETENANGO;SANTA ANA HUISTA;Ojo De Agua La Montaña
HUEHUETENANGO;SANTA ANA HUISTA;Santa Ana Huista
HUEHUETENANGO;SANTA ANA HUISTA;Yuxen
HUEHUETENANGO;SANTA BARBARA;Chicol
HUEHUETENANGO;SANTA BARBARA;Cruz Quemada
HUEHUETENANGO;SANTA BARBARA;Sacpic
HUEHUETENANGO;SANTA BARBARA;Santa Barbara Huehuetenango
HUEHUETENANGO;SANTA BARBARA;Tojcail
HUEHUETENANGO;SANTA BARBARA;Tojchiquel
HUEHUETENANGO;SANTA BARBARA;Xoconilaj
HUEHUETENANGO;SANTA CRUZ BARILLAS;Chicol
HUEHUETENANGO;SANTA CRUZ BARILLAS;Cruz Quemada
HUEHUETENANGO;SANTA CRUZ BARILLAS;Sacpic
HUEHUETENANGO;SANTA CRUZ BARILLAS;Santa Barbara Huehuetenango
HUEHUETENANGO;SANTA CRUZ BARILLAS;Tojcail
HUEHUETENANGO;SANTA CRUZ BARILLAS;Tojchiquel
HUEHUETENANGO;SANTA CRUZ BARILLAS;Xoconilaj
HUEHUETENANGO;SANTA EULALIA;Amelco
HUEHUETENANGO;SANTA EULALIA;Asil
HUEHUETENANGO;SANTA EULALIA;B'Ololaq
HUEHUETENANGO;SANTA EULALIA;Cansacaj
HUEHUETENANGO;SANTA EULALIA;Ceiba
HUEHUETENANGO;SANTA EULALIA;Chibal Chiquito
HUEHUETENANGO;SANTA EULALIA;Chibal Grande
HUEHUETENANGO;SANTA EULALIA;Chojzunil
HUEHUETENANGO;SANTA EULALIA;Cocola Chiquito
HUEHUETENANGO;SANTA EULALIA;Cocola Grande
HUEHUETENANGO;SANTA EULALIA;Istenam
HUEHUETENANGO;SANTA EULALIA;Ixilte
HUEHUETENANGO;SANTA EULALIA;Ixtenam
HUEHUETENANGO;SANTA EULALIA;Mocuy Chiquito
HUEHUETENANGO;SANTA EULALIA;Mocuy Grande
HUEHUETENANGO;SANTA EULALIA;Molna
HUEHUETENANGO;SANTA EULALIA;Morelia
HUEHUETENANGO;SANTA EULALIA;Nancultac
HUEHUETENANGO;SANTA EULALIA;Paiconop
HUEHUETENANGO;SANTA EULALIA;Pananchilac
HUEHUETENANGO;SANTA EULALIA;Poila Azil
HUEHUETENANGO;SANTA EULALIA;Quixabaj
HUEHUETENANGO;SANTA EULALIA;San Luis
HUEHUETENANGO;SANTA EULALIA;Santa Alicia
HUEHUETENANGO;SANTA EULALIA;Santa Eulalia
HUEHUETENANGO;SANTA EULALIA;Temosh Grande
HUEHUETENANGO;SANTA EULALIA;Temush Yulas
HUEHUETENANGO;SANTA EULALIA;Tziquina Chiquito
HUEHUETENANGO;SANTA EULALIA;Tziquina Grande
HUEHUETENANGO;SANTA EULALIA;Valle Azul
HUEHUETENANGO;SANTA EULALIA;Xaxcacao
HUEHUETENANGO;SANTA EULALIA;Yalba
HUEHUETENANGO;SANTA EULALIA;Yaxcalante
HUEHUETENANGO;SANTA EULALIA;Yichom
HUEHUETENANGO;SANTA EULALIA;Yoch Pett
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;Bella Vista
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;La Florida
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;Loma Grande
HUEHUETENANGO;SANTIAGO CHIMALTENANGO;Santiago Chimaltenango
HUEHUETENANGO;TECTITAN;Tectitan
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chalhuitz Los Perez
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chemal
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chiabal
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Chicoy
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;El Rancho
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Mash
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;San Martin
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Todos Santos Cuchumatan
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Tojumuc
HUEHUETENANGO;TODOS SANTOS CUCHUMATANES;Xolhuitz
HUEHUETENANGO;UNION CANTINIL;Tiboch
HUEHUETENANGO;UNION CANTINIL;Union Cantinil
Izabal;El Estor;Compañia Minera
Izabal;El Estor;El Estor
Izabal;El Estor;El Murcielago
Izabal;El Estor;El Paraiso
Izabal;El Estor;La Coroza El Estor
Izabal;El Estor;La Ensenada
Izabal;El Estor;Sumach
Izabal;Livingston;Aldea Chocón
Izabal;Livingston;Aldea Club Manati
Izabal;Livingston;Buena Vista
Izabal;Livingston;Buenos Aires
Izabal;Livingston;Caxaque (Aldea)
Izabal;Livingston;Cejá
Izabal;Livingston;Chocon
Izabal;Livingston;La Libertad
Izabal;Livingston;Livingston
Izabal;Livingston;Paracaidista
Izabal;Livingston;Puerto Cadenas
Izabal;Livingston;Rio Dulce CA13
Izabal;Livingston;Sahila
Izabal;Livingston;San Felipe
Izabal;Livingston;Seja (Rio Dulce)
Izabal;Livingston;Semox
Izabal;Livingston;Toquela
Izabal;Los Amates;Agencia Caex Los Amates
Izabal;Los Amates;Aldea Patzun
Izabal;Los Amates;Aztec
Izabal;Los Amates;Campo II
Izabal;Los Amates;Campo III
Izabal;Los Amates;Chapulco
Izabal;Los Amates;Chapulquito
Izabal;Los Amates;Choctaw
Izabal;Los Amates;Cocales
Izabal;Los Amates;Colonia Nueva Jerusalen
Izabal;Los Amates;Colonia Santa Isabel
Izabal;Los Amates;Colonia Seminola
Izabal;Los Amates;Cristina
Izabal;Los Amates;Cruce De Las Ruinas
Izabal;Los Amates;Curva El Pino
Izabal;Los Amates;Dakota
Izabal;Los Amates;El Guacamayo
Izabal;Los Amates;El Jute
Izabal;Los Amates;El Polvorin
Izabal;Los Amates;El Quiche
Izabal;Los Amates;El Rico
Izabal;Los Amates;El Tipon
Izabal;Los Amates;Finca Campos Nuevos
Izabal;Los Amates;Finca Creek
Izabal;Los Amates;Finca El Pilar
Izabal;Los Amates;Finca Maya
Izabal;Los Amates;Finca Nueva
Izabal;Los Amates;Izabalito
Izabal;Los Amates;Juan De Paz
Izabal;Los Amates;La Ceiba
Izabal;Los Amates;La Democracia
Izabal;Los Amates;La Loma, Rio Blanco 
Izabal;Los Amates;La Palmilla
Izabal;Los Amates;La Palmilla Vega Grande
Izabal;Los Amates;La Union
Izabal;Los Amates;Las Basas
Izabal;Los Amates;Las Viñas
Izabal;Los Amates;Loma del Rico
Izabal;Los Amates;Los Amates
Izabal;Los Amates;Madre Vieja
Izabal;Los Amates;Nahuá
Izabal;Los Amates;Natalia
Izabal;Los Amates;Planes De Quirigua
Izabal;Los Amates;Playa Dorada
Izabal;Los Amates;Puebla
Izabal;Los Amates;Puebla II
Izabal;Los Amates;Quirigua
Izabal;Los Amates;Rio Blanco
Izabal;Los Amates;Seminola
Izabal;Los Amates;Suiche Molina
Izabal;Los Amates;Trincheras
Izabal;Los Amates;Yaqui
Izabal;Los Amates;Yuma
Izabal;Morales;Agencia Caex Morales
Izabal;Morales;Alde El Boqueron
Izabal;Morales;Aldea Chane
Izabal;Morales;Aldea El Cerrito
Izabal;Morales;Aldea Guaytan
Izabal;Morales;Aldea Seux
Izabal;Morales;Aldea Sinai
Izabal;Morales;Aldea York
Izabal;Morales;Arapahoe
Izabal;Morales;Bananera
Izabal;Morales;Barranca Bananera
Izabal;Morales;Barrio Naranjo
Izabal;Morales;Buena Vista
Izabal;Morales;Buenos Aires
Izabal;Morales;Cadenas
Izabal;Morales;Cayuga
Izabal;Morales;Cedrito
Izabal;Morales;Cerritos
Izabal;Morales;Chiriqui
Izabal;Morales;Creek Zarco
Izabal;Morales;Cumbre El Rosario
Izabal;Morales;Darmouth
Izabal;Morales;El Benque El Amatillo
Izabal;Morales;El Cedro
Izabal;Morales;El Choco
Izabal;Morales;El Rosario
Izabal;Morales;Gran Cañon
Izabal;Morales;Juyama
Izabal;Morales;La Libertad
Izabal;Morales;La Cienega
Izabal;Morales;La Colosa
Izabal;Morales;La Coroza
Izabal;Morales;La Pimienta
Izabal;Morales;La Ruidosa
Izabal;Morales;Las Cruces
Izabal;Morales;Las Flores
Izabal;Morales;Las Posas
Izabal;Morales;Los Andes
Izabal;Morales;Los Angeles
Izabal;Morales;Mariscos
Izabal;Morales;Milla 45
Izabal;Morales;Milla 6
Izabal;Morales;Milla 7
Izabal;Morales;Montufar
Izabal;Morales;Morales
Izabal;Morales;Navajoa
Izabal;Morales;Nueva Esperanza
Izabal;Morales;Oneida
Izabal;Morales;Picuatz
Izabal;Morales;Piedras De Sangre
Izabal;Morales;Playitas
Izabal;Morales;Quebrada Grande
Izabal;Morales;Rio Blanco
Izabal;Morales;San Isidro El Choco
Izabal;Morales;San Rafael
Izabal;Morales;San Rafael El Choco
Izabal;Morales;Satelite
Izabal;Morales;Shane (aldea)
Izabal;Morales;Suiche Quebradas
Izabal;Morales;Valle Nuevo
Izabal;Morales;Virginia
Izabal;Puerto Barrios;Agencia Caex Puerto Barrios
Izabal;Puerto Barrios;Agencia Caex Santo Tomas
Izabal;Puerto Barrios;Alde Crik Negro
Izabal;Puerto Barrios;Aldea Agua Caliente
Izabal;Puerto Barrios;Barrio El Cangrejal
Izabal;Puerto Barrios;Barrio El Limonar
Izabal;Puerto Barrios;Barrio Las Champas
Izabal;Puerto Barrios;Campo Verde I (Finca)
Izabal;Puerto Barrios;Campo Verde Ii (Finca)
Izabal;Puerto Barrios;Canarias
Izabal;Puerto Barrios;Champona
Izabal;Puerto Barrios;Chinoc
Izabal;Puerto Barrios;Cimarron (Aldea)
Izabal;Puerto Barrios;Colinas I Y Ii
Izabal;Puerto Barrios;Colonia 15 De Abril
Izabal;Puerto Barrios;Colonia Banvi I
Izabal;Puerto Barrios;Colonia Banvi Ii
Izabal;Puerto Barrios;Colonia Buena Vista
Izabal;Puerto Barrios;Colonia Buenos Aires
Izabal;Puerto Barrios;Colonia Colinas I
Izabal;Puerto Barrios;Colonia Colinas Ii
Izabal;Puerto Barrios;Colonia Coviemport
Izabal;Puerto Barrios;Colonia El Cafetalito
Izabal;Puerto Barrios;Colonia El Manantial
Izabal;Puerto Barrios;Colonia El Tamarindal
Izabal;Puerto Barrios;Colonia La Fuerteza
Izabal;Puerto Barrios;Colonia La Repegua
Izabal;Puerto Barrios;Colonia Las Flores
Izabal;Puerto Barrios;Colonia Las Palmeras
Izabal;Puerto Barrios;Colonia Los Gringos
Izabal;Puerto Barrios;Colonia Los Pocitos
Izabal;Puerto Barrios;Colonia Maria Luisa I
Izabal;Puerto Barrios;Colonia Maria Luisa Ii
Izabal;Puerto Barrios;Colonia Maria Luisa Iii
Izabal;Puerto Barrios;Colonia Motocross
Izabal;Puerto Barrios;Colonia Piedras Negras
Izabal;Puerto Barrios;Colonia Portuaria
Izabal;Puerto Barrios;Colonia Progreso
Izabal;Puerto Barrios;Colonia San Manuel Hasta Colonia Maria Luisa
Izabal;Puerto Barrios;Colonia Vista Hermosa
Izabal;Puerto Barrios;Dos Puertos (Residenciales)
Izabal;Puerto Barrios;Dublin (Finca)
Izabal;Puerto Barrios;El Cinchado
Izabal;Puerto Barrios;El Inde
Izabal;Puerto Barrios;El Mitch
Izabal;Puerto Barrios;El Pueblito
Izabal;Puerto Barrios;Entre Rios
Izabal;Puerto Barrios;Eskimo (Finca)
Izabal;Puerto Barrios;Hopay (Finca)
Izabal;Puerto Barrios;Jimeritos
Izabal;Puerto Barrios;Kickappo (Finca)
Izabal;Puerto Barrios;Las Escobas
Izabal;Puerto Barrios;Limones
Izabal;Puerto Barrios;Machacas
Izabal;Puerto Barrios;Omagua Ii (Finca)
Izabal;Puerto Barrios;Omagua III (Finca)
Izabal;Puerto Barrios;Petromaya
Izabal;Puerto Barrios;Piedra Parada
Izabal;Puerto Barrios;Placa I
Izabal;Puerto Barrios;Puerto Barrios
Izabal;Puerto Barrios;Quebrada Seca
Izabal;Puerto Barrios;San Agustín
Izabal;Puerto Barrios;San Agustin
Izabal;Puerto Barrios;San Andres
Izabal;Puerto Barrios;San Francisco
Izabal;Puerto Barrios;San Manuel
Izabal;Puerto Barrios;Santo Tomas De Castilla
Izabal;Puerto Barrios;Tenedores
Izabal;Puerto Barrios;Villa Canales
Izabal;Puerto Barrios;Vista Hermosa (Colonia)
Jalapa;Jalapa;Achiotes Jumay
Jalapa;Jalapa;Agencia Caex Jalapa
Jalapa;Jalapa;Carrizal
Jalapa;Jalapa;Chagüite
Jalapa;Jalapa;El Divisadero
Jalapa;Jalapa;El Durazno
Jalapa;Jalapa;El Paraiso
Jalapa;Jalapa;Jalapa
Jalapa;Jalapa;La Fuente
Jalapa;Jalapa;La Laguneta
Jalapa;Jalapa;La Paz
Jalapa;Jalapa;La Toma
Jalapa;Jalapa;Las Brisas
Jalapa;Jalapa;Los Izotes
Jalapa;Jalapa;Los Limares
Jalapa;Jalapa;Los Lopez
Jalapa;Jalapa;Palo verde
Jalapa;Jalapa;San Francisco
Jalapa;Jalapa;Sanpaquisoy
Jalapa;Jalapa;Sansayo
Jalapa;Jalapa;Sanyuyo
Jalapa;Jalapa;Sashico
Jalapa;Jalapa;Tatasirire
Jalapa;Jalapa;Yerbabuena
Jalapa;Jalapa;Zona 1
Jalapa;Jalapa;Zona 2
Jalapa;Jalapa;Zona 3
Jalapa;Jalapa;Zona 4
Jalapa;Jalapa;Zona 5
Jalapa;Jalapa;Zona 6
Jalapa;Jalapa;Zona 7
Jalapa;Mataquescuintla;La Pedrera
Jalapa;Mataquescuintla;Miramundo
Jalapa;Mataquescuintla;Morales
Jalapa;Mataquescuintla;Pino Dulce
Jalapa;Mataquescuintla;San José La Sierra
Jalapa;Mataquescuintla;Soledad Grande
Jalapa;Mataquescuintla;Zona 1
Jalapa;Mataquescuintla;Zona 2
Jalapa;Mataquescuintla;Zona 3
Jalapa;Mataquescuintla;Zona 4
Jalapa;Monjas;Buena Vista Achiotes
Jalapa;Monjas;Casa De Tablas
Jalapa;Monjas;El Copalar
Jalapa;Monjas;El Rodeo
Jalapa;Monjas;El Salamo
Jalapa;Monjas;La Campana
Jalapa;Monjas;La Recta
Jalapa;Monjas;Las Palmas (Aldea)
Jalapa;Monjas;Llano Grande
Jalapa;Monjas;Los Achiotes
Jalapa;Monjas;Mojarritas
Jalapa;Monjas;Monjas
Jalapa;Monjas;Morazan
Jalapa;Monjas;Ovejero
Jalapa;Monjas;Pinos Altos
Jalapa;Monjas;San Antonio
Jalapa;Monjas;San Juancito
Jalapa;Monjas;Terrones
Jalapa;San Carlos Alzatate;El Pino Zapoton
Jalapa;San Carlos Alzatate;Garay
Jalapa;San Carlos Alzatate;Las Flores
Jalapa;San Carlos Alzatate;Las Tapias
Jalapa;San Carlos Alzatate;Miraflores
Jalapa;San Carlos Alzatate;Sabaneta
Jalapa;San Carlos Alzatate;San Carlos Alzatate
Jalapa;San Luis Jilotepeque;Cruz De Villeda
Jalapa;San Luis Jilotepeque;Culima
Jalapa;San Luis Jilotepeque;Cushapa
Jalapa;San Luis Jilotepeque;El Campo
Jalapa;San Luis Jilotepeque;Palo Blanco
Jalapa;San Luis Jilotepeque;Pampacaya
Jalapa;San Luis Jilotepeque;San Luis Jilotepeque
Jalapa;San Luis Jilotepeque;Songotongo
Jalapa;San Luis Jilotepeque;Tierra Blanca
Jalapa;San Manuel Chaparron;Damian (Aldea)
Jalapa;San Manuel Chaparron;El Rodeito
Jalapa;San Manuel Chaparron;Juan Cano
Jalapa;San Manuel Chaparron;La Peña (Aldea)
Jalapa;San Manuel Chaparron;Llano Verde
Jalapa;San Manuel Chaparron;Los Amates
Jalapa;San Manuel Chaparron;Poza Verde
Jalapa;San Manuel Chaparron;San Manuel Chaparron
Jalapa;San Manuel Chaparron;San Sebastian
Jalapa;San Manuel Chaparron;Vivares
Jalapa;San Pedro Pinula;Agua Zarca
Jalapa;San Pedro Pinula;El Cuajilote
Jalapa;San Pedro Pinula;El Maestrillo
Jalapa;San Pedro Pinula;El Paso de los Riscos
Jalapa;San Pedro Pinula;El Pinalon
Jalapa;San Pedro Pinula;El Potreron
Jalapa;San Pedro Pinula;El Zapote
Jalapa;San Pedro Pinula;El Zunzo
Jalapa;San Pedro Pinula;La Cumbre
Jalapa;San Pedro Pinula;Los Chorros
Jalapa;San Pedro Pinula;Pinalito
Jalapa;San Pedro Pinula;San Marcos El Aguacate
Jalapa;San Pedro Pinula;San Pedro Pinula
Jalapa;San Pedro Pinula;Sansayo
Jalapa;San Pedro Pinula;Santo Domingo
Jutiapa;Agua Blanca;Agua Blanca
Jutiapa;Agua Blanca;El Carrizo
Jutiapa;Agua Blanca;El Quequexque
Jutiapa;Agua Blanca;El Tempisque
Jutiapa;Agua Blanca;El Tobon
Jutiapa;Agua Blanca;La Cima
Jutiapa;Agua Blanca;La Estacion
Jutiapa;Agua Blanca;Obrajuelo
Jutiapa;Agua Blanca;Panalvia
Jutiapa;Agua Blanca;Papalhuapa
Jutiapa;Agua Blanca;Piñuelas
Jutiapa;Agua Blanca;San Patricio
Jutiapa;Asunción Mita;Achuapa
Jutiapa;Asunción Mita;Asuncion Grande
Jutiapa;Asunción Mita;Asuncion Mita
Jutiapa;Asunción Mita;Asuncioncita
Jutiapa;Asunción Mita;Buenos Aires
Jutiapa;Asunción Mita;Cerro Blanco
Jutiapa;Asunción Mita;Chavarria
Jutiapa;Asunción Mita;Cola De Pava
Jutiapa;Asunción Mita;Crucitas
Jutiapa;Asunción Mita;El Cipres
Jutiapa;Asunción Mita;El Guapinol
Jutiapa;Asunción Mita;El Jicaral
Jutiapa;Asunción Mita;El Manguito, Asunción Mita 
Jutiapa;Asunción Mita;El Pito
Jutiapa;Asunción Mita;El Sitio de las Flores
Jutiapa;Asunción Mita;El Tamarindo
Jutiapa;Asunción Mita;El Tule
Jutiapa;Asunción Mita;Estanzuelas
Jutiapa;Asunción Mita;Frontera Anguiatu
Jutiapa;Asunción Mita;Girones
Jutiapa;Asunción Mita;Guevara
Jutiapa;Asunción Mita;La Arenera
Jutiapa;Asunción Mita;La Playa
Jutiapa;Asunción Mita;Laguna de Güija
Jutiapa;Asunción Mita;Las Moritas
Jutiapa;Asunción Mita;Loma Larga
Jutiapa;Asunción Mita;Los Amates
Jutiapa;Asunción Mita;Nueva Estanzuelas
Jutiapa;Asunción Mita;San Joaquin
Jutiapa;Asunción Mita;San Jose Las Flores
Jutiapa;Asunción Mita;San Juan Las Minas
Jutiapa;Asunción Mita;San Matias
Jutiapa;Asunción Mita;San Miguelito
Jutiapa;Asunción Mita;San Rafael El Rosario
Jutiapa;Asunción Mita;Santa Cruz
Jutiapa;Asunción Mita;Santa Elena
Jutiapa;Asunción Mita;Shanshul
Jutiapa;Asunción Mita;Tiucal
Jutiapa;Asunción Mita;Tiucal Arriba
Jutiapa;Asunción Mita;Trapiche Abajo
Jutiapa;Asunción Mita;Trapiche Arriba
Jutiapa;Asunción Mita;Trapiche Vargas
Jutiapa;Asunción Mita;Valle Nuevo
Jutiapa;Atescatempa;Amatepeque
Jutiapa;Atescatempa;Atescatempa
Jutiapa;Atescatempa;Contepeque
